AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,34.42,43.72,37.11,38.46,41.02,39.09,30.07,37.25
25-29,39.95,39.88,38.50,28.57,37.72,38.69,32.80,37.51
30-34,44.35,57.43,48.88,50.00,42.94,51.02,43.92,49.12
35-39,55.48,63.33,50.00,45.16,56.42,58.24,52.50,56.54
40-44,63.53,69.41,56.15,45.71,59.40,61.68,56.83,60.87
45-49,65.41,73.72,63.40,57.14,66.13,68.65,61.14,66.79
50-54,61.55,70.83,62.53,55.00,74.03,72.42,62.19,69.60
55-59,54.92,68.75,60.00,72.73,67.00,74.27,63.11,70.89
60-64,54.66,73.30,61.33,70.00,58.14,74.81,62.72,71.39
65-OVER,51.27,71.39,56.29,50.00,65.38,75.90,71.89,73.84
TOTAL,55.65,63.19,50.89,49.39,55.32,63.54,56.73,61.12
