AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,62.50,30.43,11.11,0.00,0.00,32.74,30.30,32.08
25-29,0.00,5.26,0.00,0.00,25.00,32.85,21.05,30.59
30-34,0.00,33.33,40.00,0.00,66.67,44.89,35.29,44.05
35-39,33.33,0.00,33.33,0.00,66.67,50.54,35.71,49.39
40-44,50.00,0.00,0.00,0.00,0.00,53.22,40.00,51.88
45-49,100.0,50.00,33.33,0.00,0.00,56.37,53.33,56.07
50-54,0.00,33.33,50.00,100.0,66.67,64.92,54.29,63.94
55-59,0.00,100.0,80.00,0.00,0.00,69.15,67.57,69.14
60-64,0.00,100.0,100.0,100.0,66.67,75.41,66.67,75.08
65-OVER,50.00,66.67,70.00,50.00,66.67,74.41,69.70,74.15
TOTAL,43.75,28.07,38.46,33.33,50.00,63.88,53.46,62.85
