AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,44.83,40.91,47.73,50.00,48.48,48.32,22.18,42.94
25-29,12.50,37.33,52.00,40.00,31.58,42.09,22.33,38.80
30-34,23.08,47.20,60.00,25.00,27.27,53.46,26.83,49.05
35-39,23.53,53.73,50.00,0.00,20.00,63.79,17.46,56.69
40-44,23.08,60.12,46.15,25.00,44.44,62.12,23.73,59.20
45-49,42.86,63.27,60.00,0.00,53.33,69.90,39.19,65.16
50-54,50.00,70.11,50.00,33.33,40.00,74.79,40.23,70.48
55-59,41.67,71.75,58.33,33.33,55.56,77.76,35.79,73.15
60-64,50.00,80.10,71.43,0.00,0.00,79.57,48.10,78.17
65-OVER,50.00,77.10,57.69,50.00,69.23,80.79,49.43,78.36
TOTAL,39.51,60.77,53.18,30.56,43.18,68.56,32.36,63.27
