PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,40.41,41.42,0.00,40.90
2A,55.49,56.11,75.00,55.84
3A,58.30,61.92,33.33,60.17
4A,58.26,64.63,75.00,61.69
5A,37.85,44.43,33.33,41.38
6A,35.21,43.59,0.00,39.40
AN,41.45,45.74,0.00,43.59
CA,50.61,50.59,100.0,50.66
CO,59.29,55.04,0.00,57.09
DG,57.84,58.32,50.00,58.08
ES,46.49,49.28,66.67,48.04
FI,51.52,57.07,0.00,54.34
GL,50.65,54.79,0.00,52.87
LT,62.16,65.03,0.00,63.61
MC,58.72,60.41,0.00,59.59
NI,56.69,58.73,100.0,57.77
PG,55.68,57.24,55.56,56.53
TH,55.38,53.61,66.67,54.46
TI,50.14,54.71,0.00,52.36
TR,64.48,67.89,0.00,66.16
UT,58.31,58.46,50.00,58.37
VA,59.96,59.21,20.00,59.52
WS,59.34,62.60,0.00,61.03
TOTAL,53.83,55.82,47.27,54.87
