AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,29.43,30.92,34.14,19.72,26.58,25.20,21.38,29.60
25-29,23.02,33.68,30.69,31.03,31.04,24.85,22.48,31.52
30-34,23.76,39.43,36.00,29.41,35.76,28.72,30.69,37.25
35-39,27.88,47.27,37.58,38.46,41.48,31.69,34.05,43.96
40-44,22.05,54.30,38.94,30.77,44.53,37.26,39.45,50.36
45-49,27.93,60.79,43.81,6.25,41.43,44.08,42.42,56.19
50-54,31.03,64.70,44.26,45.00,59.90,51.97,44.90,60.41
55-59,36.81,66.98,47.37,7.69,57.48,56.76,45.84,62.51
60-64,35.47,71.86,46.79,47.06,63.84,64.64,46.31,66.89
65-OVER,42.84,71.33,49.75,45.71,59.41,67.43,43.42,65.93
TOTAL,31.42,51.42,37.70,29.97,41.56,52.14,34.55,48.58
