AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,27.27,21.6,39.07,40.0,31.75,36.87,19.83,34.41
25-29,21.05,29.69,35.08,0.0,24.0,34.48,22.62,33.4
30-34,6.67,35.77,30.18,0.0,30.0,41.94,20.83,39.66
35-39,31.58,34.88,34.76,20.0,37.5,53.03,31.52,50.02
40-44,33.33,55.95,35.83,33.33,41.67,59.54,25.77,56.54
45-49,25.93,57.6,41.23,28.57,58.33,64.48,28.0,61.6
50-54,47.06,54.41,54.55,40.0,41.67,66.45,25.77,63.78
55-59,38.1,59.17,46.58,50.0,57.14,68.75,23.16,65.97
60-64,40.0,68.42,24.53,33.33,76.92,71.77,35.8,69.36
65-OVER,32.0,73.71,40.62,62.5,50.0,71.66,32.6,70.05
TOTAL,29.95,50.61,37.98,32.0,39.33,59.07,24.95,55.8
