AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,34.96,7.140,0.00,60.00,32.93,16.13,31.91
25-29,66.67,38.19,0.00,0.00,0.00,47.83,29.03,39.55
30-34,0.00,43.26,25.00,0.00,50.00,50.76,26.92,44.06
35-39,0.00,54.14,33.33,0.00,0.00,60.77,37.04,54.62
40-44,0.00,58.31,0.00,0.00,0.00,72.00,42.86,60.70
45-49,40.00,69.78,0.00,0.00,0.00,65.00,28.57,65.95
50-54,50.00,67.59,50.00,0.00,100.0,67.15,42.11,66.28
55-59,40.00,71.60,20.00,0.00,33.33,73.81,52.63,70.95
60-64,30.77,74.62,0.00,0.00,50.00,80.62,41.67,75.53
65-OVER,42.86,72.65,0.00,0.00,50.00,76.66,48.39,73.81
TOTAL,37.10,59.45,12.07,0.00,36.36,67.65,33.21,60.57
