PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
0001,25.00,36.95,17.76,0.00,33.33,47.21,20.68,37.10
0002,42.86,39.97,24.05,0.00,37.14,59.67,29.67,50.21
0007,28.57,40.67,14.81,50.00,12.50,64.01,23.30,54.08
0008,0.00,43.75,19.23,75.00,75.00,69.79,50.82,66.46
0009,0.00,61.70,33.33,0.00,66.67,61.24,27.27,56.88
0010,50.00,54.76,25.00,0.00,57.14,71.11,13.89,61.71
0011,0.00,50.49,31.11,50.00,50.00,73.52,35.29,67.10
0012,0.00,28.12,55.56,0.00,71.43,63.84,30.77,59.53
0013,0.00,50.00,33.33,0.00,0.00,71.54,37.50,68.87
0014,20.00,50.00,27.50,0.00,50.00,65.23,23.91,59.36
0015,71.43,40.78,15.28,25.00,25.00,61.70,28.36,53.53
0016,0.00,34.62,33.33,0.00,50.00,67.04,35.00,62.77
0017,12.50,52.84,30.56,0.00,100.0,65.66,42.03,61.75
0018,28.57,59.26,36.36,0.00,0.00,73.49,31.25,70.02
0019,25.00,46.09,24.37,25.00,30.00,59.95,32.20,54.17
0020,50.00,61.43,30.43,100.0,66.67,66.26,28.57,61.11
0021,25.00,26.32,0.00,0.00,0.00,69.95,40.00,63.09
0022,0.00,33.33,9.760,0.00,0.00,62.60,41.67,56.05
0023,0.00,36.84,26.53,0.00,66.67,67.20,35.29,62.40
TOTAL,34.00,40.95,23.24,30.77,43.41,64.22,29.48,54.91
