PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
EMIT,16.67,59.35,56.0,0.0,42.31,62.18,37.82,58.32
STATESBORO,42.11,47.61,35.59,25.0,43.18,60.36,29.42,51.4
PORTAL,0.0,49.76,16.67,0.0,50.0,63.36,23.3,55.47
FAIR,50.65,42.52,39.58,100.0,31.11,63.69,34.9,55.7
CHURCH,39.22,48.94,41.54,66.67,51.28,60.93,26.8,52.35
PITTMAN PARK,29.09,33.47,40.79,75.0,41.6,44.78,19.23,37.87
LEEFIELD,50.0,50.0,50.0,0.0,16.67,66.35,37.78,62.08
BLITCH,50.0,65.52,46.15,0.0,71.43,73.38,44.72,69.82
HAGIN,42.86,56.59,33.33,0.0,20.0,66.94,33.33,60.06
BROOKLET,56.67,53.36,34.48,33.33,38.1,67.53,39.45,62.06
STILSON,50.0,49.19,54.55,50.0,20.0,59.11,28.69,54.36
BAY,25.0,59.26,27.27,33.33,25.0,65.24,45.1,62.13
NEVILS,40.0,52.38,25.0,0.0,57.14,65.32,23.45,57.95
SINKHOLE,0.0,45.45,0.0,100.0,66.67,71.08,37.5,66.39
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REGISTER,100.0,46.18,100.0,0.0,33.33,62.5,23.26,53.95
99999,0.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0
TOTAL,42.27,46.18,40.0,45.16,41.14,61.7,30.66,53.9
