AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
25-29,5.26,30.95,32.79,25.0,30.43,40.89,23.33,37.07
30-34,23.44,36.95,37.24,33.33,57.14,50.75,35.9,47.52
35-39,31.75,54.79,37.61,20.0,55.56,57.8,39.57,55.02
40-44,22.5,52.14,59.26,50.0,33.33,62.1,38.46,58.74
45-49,37.5,58.51,45.54,50.0,50.0,66.02,36.04,62.13
50-54,35.0,66.02,58.1,50.0,54.55,67.77,39.56,64.85
55-59,41.3,61.57,52.73,100.0,57.89,69.74,38.97,66.11
60-64,54.29,65.43,52.27,0.0,68.42,74.81,35.27,70.51
65-OVER,49.02,72.62,51.72,0.0,48.28,75.64,42.7,72.66
TOTAL,31.98,56.53,45.08,38.46,48.74,64.72,36.59,60.9
