PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BACONTON,1.0,38.0,47.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,332.0,272.0,0.0,275.0,194.0,1175.0
BRANCHVILLE,0.0,6.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,241.0,214.0,0.0,51.0,53.0,591.0
CAMILLA NORTH,2.0,67.0,64.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,178.0,139.0,0.0,882.0,619.0,1967.0
CAMILLA SOUTH,1.0,121.0,98.0,0.0,1.0,9.0,0.0,1.0,1.0,0.0,12.0,10.0,0.0,14.0,10.0,0.0,845.0,724.0,2.0,978.0,688.0,3515.0
COTTON,0.0,10.0,17.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,1.0,168.0,159.0,0.0,0.0,0.0,370.0
HOPEFUL,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,134.0,115.0,0.0,31.0,25.0,334.0
HINSONTON,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,65.0,0.0,3.0,4.0,144.0
LESTER,0.0,48.0,59.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,1.0,1.0,502.0,483.0,0.0,106.0,85.0,1302.0
PEBBLE CITY,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,68.0,64.0,0.0,3.0,10.0,153.0
PELHAM,0.0,99.0,134.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,16.0,23.0,0.0,4.0,4.0,0.0,796.0,672.0,1.0,1006.0,621.0,3386.0
SALE CITY,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,139.0,136.0,1.0,34.0,25.0,367.0
TOTAL,4.0,413.0,459.0,0.0,16.0,22.0,0.0,8.0,2.0,0.0,58.0,63.0,0.0,24.0,18.0,5.0,3472.0,3043.0,4.0,3369.0,2324.0,13304.0
