AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,15.38,45.75,33.33,30.00,37.25,23.48,35.90
25-29,25.00,16.67,29.20,100.0,14.29,36.57,21.61,33.82
30-34,0.00,16.67,40.00,33.33,20.00,43.77,28.16,41.56
35-39,25.00,33.33,39.02,0.00,37.50,49.61,34.34,47.36
40-44,0.00,23.08,31.34,0.00,30.00,55.97,46.92,53.80
45-49,16.67,45.45,42.11,0.00,50.00,59.07,45.26,57.21
50-54,66.67,25.00,45.31,0.00,60.00,64.42,37.42,61.28
55-59,40.00,45.45,37.21,100.0,80.00,65.86,32.81,63.01
60-64,50.00,30.00,43.33,0.00,57.14,68.84,46.15,66.69
65-OVER,66.67,50.00,39.66,50.00,70.00,65.98,48.15,64.65
TOTAL,31.58,29.52,40.08,46.67,40.00,56.74,34.13,53.73
