AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,40.00,20.40,17.86,0.00,15.38,49.59,14.50,31.27
25-29,0.00,27.60,0.00,0.00,20.00,47.26,22.13,36.36
30-34,50.00,35.94,20.00,0.00,20.00,58.19,26.19,47.71
35-39,25.00,42.42,50.00,0.00,20.00,62.66,26.87,53.06
40-44,50.00,45.76,27.27,0.00,60.00,68.13,21.43,57.23
45-49,66.67,54.98,36.36,0.00,100.0,71.75,29.49,63.36
50-54,66.67,61.90,25.00,0.00,66.67,70.93,23.33,64.91
55-59,100.0,71.52,0.00,0.00,75.00,74.61,30.00,71.10
60-64,60.00,68.89,80.00,100.0,0.00,80.82,44.00,75.44
65-OVER,100.0,67.81,42.86,50.00,0.00,77.18,40.00,73.14
TOTAL,48.57,49.82,27.78,28.57,32.56,68.81,24.79,59.02
