PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
5,0.0,0.0,0.0,0.0
88888,0.0,12.5,0.0,5.56
99999,0.0,0.0,0.0,0.0
ANNX,65.57,65.1,27.27,65.23
BMS,64.13,64.39,54.55,64.25
CENT,55.91,57.87,26.67,56.92
CGTC,62.55,64.17,25.0,63.37
FMMS,58.88,59.89,55.56,59.41
HAFS,66.25,69.3,50.0,67.79
HCTC,48.09,50.09,20.0,49.14
HEFS,64.54,73.15,0.0,68.97
HHPC,48.15,53.28,14.81,50.92
MCMS,61.36,61.52,50.0,61.42
NSES,63.44,63.76,0.0,63.53
RECR,38.95,45.82,32.65,42.84
ROZR,60.56,63.15,35.71,61.95
TMS,48.36,54.12,33.33,51.68
TWPK,61.91,61.17,33.33,61.48
VHS,62.94,63.9,50.0,63.42
TOTAL,56.81,58.7,33.49,57.78
