AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,12.03,22.64,15.63,0,31.6,24.85,0,25,17.65,0,29.06,20.71,0,35.65,37.08,34.62,37.57,35.32,16.2,34.75,25.78,29.29
25-29,11.54,24.62,16.34,25,37.43,25.4,0,28.57,30,0,32.31,21.92,50,26.17,31.03,18.75,35.27,34.83,7.69,36.79,26.10,30.98
30-34,4,30.89,22.79,33.33,35.51,24.71,0,36.36,44.44,100,32.86,22.5,0,36.99,23.46,50,36.48,38.19,18.18,46.28,31.09,36.76
35-39,20.51,37.1,20.54,0,44.66,42.65,0,40,50,0,29.46,22.83,0,23.21,25,25,41.65,42.74,15.62,56.74,38.34,43.67
40-44,15.15,39.79,29.63,50,43.9,40,0,33.33,20,0,43.42,39.29,0,40,44.12,33.33,50.34,50.77,28,61.84,48.12,51.19
45-49,18.18,44.2,32.92,0,55.56,57.14,0,44.44,60,0,46.51,54.9,0,36.96,40.62,0,58.06,57.4,30,65.79,55.64,56.98
50-54,26.09,43.66,33.03,100,51.67,67.74,0,60,25,100,38.36,45.45,100,50,47.37,40,60.99,60.32,29.17,71.08,60.28,60.91
55-59,24.14,50.09,37.99,0,57.41,51.43,0,66.67,100,100,55.22,51.61,0,45.16,50,63.64,64.14,66.13,33.33,75.25,64.00,65.3
60-64,23.81,48.1,38.19,0,61.82,73.81,0,62.5,60,0,48.48,58.33,0,53.33,37.04,0,67.98,70.17,33.33,78.59,72.20,69.77
65-OVER,38.89,48.38,47.03,0,62.6,48.48,0,11.11,33.33,100,47.62,54.55,0,47.06,56.72,40,69.41,75.86,38.1,77.64,75.19,71.9
TOTAL,15.92,36.01,26.45,33.33,44.48,37.92,0.0,37.08,34.78,33.33,37.37,34.03,20.0,39.24,37.43,35.71,55.33,56.69,19.64,60.07,49.81,51.9
