PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
101,42.16,49.29,0.0,46.17
102,38.95,49.16,20.0,45.1
103,48.63,59.46,40.0,54.83
104,49.3,52.04,20.0,50.77
105,56.58,54.36,33.33,55.31
106,49.93,51.22,37.5,50.62
107,33.03,36.66,0.0,35.06
108,62.99,63.58,40.0,63.27
109,68.23,65.95,0.0,66.95
110,27.71,40.25,14.29,35.11
112,27.1,35.47,14.29,31.79
113,45.53,56.74,16.67,51.89
114,44.7,56.88,0.0,51.74
115,38.62,49.04,23.08,44.7
116,41.51,52.47,33.33,47.73
117,48.47,52.46,44.44,50.69
118,55.4,58.01,44.44,56.82
119,51.28,51.81,33.33,51.57
120,53.2,55.2,35.71,54.26
121,49.12,53.65,33.33,51.66
122,31.85,40.56,33.33,36.37
124,41.69,43.62,33.33,42.76
125,29.17,37.62,16.67,33.73
126,46.55,54.68,50.0,51.03
127,60.27,62.63,68.75,61.55
88888,37.5,42.31,0.0,41.18
99999,0.0,1.19,0.0,0.38
TOTAL,45.35,51.01,29.71,48.51
