PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,40.30,49.19,4.760,44.81
02,40.96,51.13,23.53,46.99
03,45.99,52.81,25.00,49.51
04,62.13,65.19,37.50,63.76
05,55.79,64.47,42.86,60.76
06,51.25,59.16,0.00,55.39
07,43.84,56.00,9.520,50.67
08,47.46,58.59,18.18,53.57
09,57.19,62.13,0.00,59.52
10,34.36,48.80,4.690,42.24
11,52.72,71.49,0.00,63.29
12,27.20,42.27,10.00,35.05
13,29.11,43.45,7.500,36.50
14,32.09,44.37,12.00,38.73
15,24.97,34.46,13.16,29.89
16,12.44,23.94,13.04,18.19
17,33.30,45.61,16.13,40.23
18,34.39,47.10,15.38,41.46
19,48.60,54.07,0.00,51.28
20,52.54,60.14,20.00,56.34
21,49.04,55.17,40.00,52.37
22,29.40,40.48,3.330,35.43
23,47.05,55.15,30.77,51.32
24,34.61,46.81,14.81,41.47
25,68.60,71.61,100.0,70.19
26,50.31,67.23,16.67,59.32
27,52.93,57.41,28.57,55.22
28,23.66,37.63,11.11,32.99
88888,3.450,4.550,0.00,3.850
99999,0.00,8.330,0.00,2.140
GF4,0.00,0.00,0.00,0.00
TOTAL,42.80,52.36,12.16,47.87
