PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
FIRST PRESBYTERIAN,62.07,46.21,58.21,50.00,59.62,66.18,45.42,63.46
J E A,50.00,55.81,42.31,0.00,47.37,59.85,48.45,57.79
CENTRAL CHURCH OF,56.67,68.12,34.62,60.00,56.25,67.31,43.71,64.91
GRACE UNITED,32.26,52.73,41.38,0.00,31.58,64.19,38.64,59.16
IMMANUEL BAPTIST,29.17,43.54,30.00,0.00,22.22,45.81,33.33,42.10
ST. THOMAS EPISCOPAL,57.14,80.00,20.00,100.0,66.67,74.77,62.26,73.81
ISLE OF HOPE BAPTIST,50.00,90.00,50.00,0.00,57.89,73.02,53.33,71.83
THE SANCTUARY,47.37,54.66,50.00,0.00,23.53,62.11,43.86,58.42
ST LUKE CHURCH,45.83,62.66,55.17,0.00,45.83,68.52,42.06,65.17
FERGUSON AVE BAPTIST,46.15,55.41,32.61,66.67,56.00,61.21,33.33,58.13
ISLANDS CHRISTIAN CH,37.31,57.98,42.86,100.0,46.51,64.01,42.51,61.50
BLACKSHEAR,33.33,35.36,22.86,41.67,15.15,43.76,33.97,38.20
W W LAW CENTER,54.55,42.49,45.71,62.50,29.03,43.90,32.14,42.27
FELLOWSHIP OF LOVE,25.00,44.74,35.00,33.33,41.67,43.35,24.68,42.85
HOLY SPIRIT LUTHERAN,33.33,48.29,41.67,33.33,43.24,48.90,30.61,46.69
ELI WHITNEY COMPLEX,0.00,36.91,57.14,0.00,27.27,44.39,26.25,37.69
CHRIST COMMUNITY,25.00,46.84,53.57,33.33,39.29,57.81,29.95,48.58
SALVATION ARMY,41.18,43.80,38.30,33.33,27.78,54.97,28.11,45.35
STILLWELL TOWERS,50.00,42.71,43.75,16.67,50.00,50.32,31.21,43.66
WILLIAMS COURT APTS,17.39,42.00,41.38,33.33,27.91,45.62,34.67,42.35
OLD COURTHOUSE,14.29,61.54,31.25,0.00,44.44,52.26,33.93,49.26
ROSE OF SHARON,33.33,46.15,42.42,33.33,25.00,54.66,41.46,51.85
SAVANNAH HIGH SCHOOL,0.00,39.39,7.69,0.00,36.00,42.60,20.90,38.30
FIRST AFRICAN BAPTIST,33.33,49.70,27.27,0.00,42.11,38.61,27.36,46.84
ALDERSGATE YOUTH,21.43,43.14,32.35,20.00,34.15,50.53,29.67,44.19
JENKINS HIGH SCHOOL,12.50,56.84,61.54,100.0,40.00,57.33,36.78,55.24
COKESBURY METHODIST,80.00,72.60,33.33,100.0,37.50,70.36,66.67,69.85
BIBLE BAPTIST CHURCH,18.75,53.27,16.67,33.33,44.00,51.18,31.25,50.94
SOUTHSIDE BAPTIST CH,0.00,48.97,16.67,0.00,73.33,47.62,34.34,47.53
THUNDERBOLT MUN,32.14,58.12,28.00,0.00,35.29,60.24,41.22,56.94
NEW COV 7 DAY ADV CH,31.03,34.25,22.22,33.33,26.67,60.30,29.12,41.28
OGLETHORPE CHARTER,28.57,56.20,51.85,50.00,31.82,59.90,35.00,55.23
ELI WHITNEY COMPLEX,100.0,65.56,100.0,100.0,66.67,76.47,54.29,71.16
