PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
03,64.44,67.4,80.0,66.12
04,43.09,53.63,0.0,49.32
05,69.3,72.37,100.0,70.96
07,64.53,67.77,0.0,66.28
08,71.78,71.9,0.0,71.84
10,69.55,71.23,0.0,70.45
11,64.5,65.44,100.0,65.02
12,75.98,76.81,100.0,76.49
13,70.35,71.25,0.0,70.81
14,67.31,68.4,0.0,67.93
15,68.37,69.14,0.0,68.76
16,61.73,64.14,66.67,63.0
18,70.61,78.9,0.0,74.99
19,67.52,69.15,0.0,68.44
21,49.01,57.86,0.0,53.99
22,60.71,63.89,0.0,62.45
88888,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0
TOTAL,61.08,65.09,60.0,63.28
