AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,42.86,31.60,26.09,0.00,42.11,40.95,26.38,36.16
25-29,66.67,35.22,33.33,0.00,22.22,41.06,31.30,38.06
30-34,20.00,45.85,40.00,100.0,50.00,50.93,35.23,48.06
35-39,66.67,53.09,33.33,50.00,30.00,56.78,44.83,54.20
40-44,100.0,57.73,25.00,100.0,33.33,65.11,53.73,62.17
45-49,100.0,63.33,50.00,0.00,100.0,71.06,52.38,68.01
50-54,50.00,66.80,44.44,0.00,66.67,71.21,50.00,68.48
55-59,0.00,73.55,50.00,100.0,50.00,73.11,35.94,70.60
60-64,100.0,73.06,66.67,0.00,100.0,76.74,51.06,74.90
65-OVER,50.00,72.83,66.67,0.00,60.00,76.40,50.89,74.62
TOTAL,50.00,57.89,37.04,54.55,48.57,65.45,40.73,61.48
