AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.71,26.87,12.50,20.00,12.50,31.50,15.97,25.48
25-29,17.24,25.55,16.46,28.57,17.44,30.23,13.04,25.16
30-34,23.33,36.12,28.26,0.00,13.89,38.48,20.87,35.19
35-39,29.63,43.56,26.92,7.690,34.29,46.29,25.29,42.51
40-44,18.75,51.94,22.86,0.00,42.86,51.39,24.07,49.68
45-49,23.08,53.75,22.22,0.00,48.39,56.35,29.60,52.39
50-54,40.74,59.86,44.44,16.67,57.14,60.89,24.21,57.49
55-59,50.00,62.90,46.43,33.33,33.33,63.62,29.49,60.52
60-64,44.44,67.36,60.71,66.67,62.50,67.37,28.37,64.96
65-OVER,32.43,68.04,47.62,25.00,60.61,69.26,32.47,66.63
TOTAL,30.71,47.37,27.83,18.52,28.99,57.68,22.55,47.87
