PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SCOTTSBORO,56.09,56.27,100.0,56.32
NORTH BALDWIN,69.98,70.92,100.0,70.49
WEST BALDWIN,66.21,72.10,0.00,69.29
EAST HARDWICK,41.92,51.48,0.00,47.24
WEST HARDWICK,53.33,65.20,100.0,60.40
COOPERS,67.46,68.68,0.00,68.09
88888,50.00,inf00,0.00,150.0
SOUTH MILLEDGEVILLE,53.19,57.98,0.00,56.08
CITY HALL ANNEX,43.65,55.56,50.00,49.89
BODDIE,41.98,50.19,0.00,47.00
COURTHOUSE,54.50,52.84,100.0,53.62
FIRE DEPT,49.34,62.51,100.0,57.00
NORTH MILLEDGEVILLE,66.00,69.08,100.0,67.77
MERIWEATHER,69.53,70.76,0.00,70.20
EAST BALDWIN,66.30,71.91,0.00,69.28
TOTAL,60.65,65.37,66.67,63.27
