AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,20.00,27.36,14.08,0.00,45.45,38.29,17.41,30.99
25-29,11.11,30.00,22.22,0.00,23.08,39.00,26.80,34.36
30-34,25.00,36.39,23.53,0.00,0.00,49.27,35.21,43.70
35-39,25.00,41.12,25.00,0.00,25.00,56.44,33.93,49.20
40-44,0.00,49.07,14.29,0.00,80.00,61.35,37.93,55.24
45-49,50.00,57.64,28.57,100.0,60.00,63.25,31.88,59.47
50-54,50.00,60.31,35.71,0.00,33.33,67.22,44.44,63.41
55-59,50.00,66.23,11.11,0.00,42.86,73.06,38.36,68.56
60-64,20.00,64.18,20.00,100.0,0.00,73.04,48.84,69.07
65-OVER,33.33,64.92,38.46,80.00,25.00,71.66,52.90,69.12
TOTAL,27.78,50.97,21.13,41.18,34.09,62.63,34.41,56.83
