PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
LOCKHART,64.08,68.72,100.0,66.62
EMIT,56.20,60.51,0.00,58.32
STATESBORO,48.23,53.90,42.86,51.40
PORTAL,53.63,57.05,0.00,55.47
FAIR,54.77,56.48,75.00,55.70
CHURCH,49.79,54.35,66.67,52.35
PITTMAN PARK,35.80,39.77,25.00,37.87
LEEFIELD,61.39,62.82,0.00,62.08
BLITCH,69.14,70.44,0.00,69.82
HAGIN,57.98,62.02,0.00,60.06
BROOKLET,60.96,63.10,33.33,62.06
STILSON,53.19,55.41,0.00,54.36
BAY,62.06,62.20,0.00,62.13
NEVILS,55.89,59.76,100.0,57.95
SINKHOLE,67.38,65.49,0.00,66.39
88888,0.00,0.00,0.00,0.00
REGISTER,51.72,55.71,100.0,53.95
99999,20.00,0.00,0.00,10.00
TOTAL,52.32,55.64,39.53,54.09
