AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,37.50,13.64,32.14,30.00,20.00,37.58,19.93,34.36
25-29,20.00,13.79,19.05,0.00,27.27,37.89,19.33,34.99
30-34,0.00,28.00,35.29,50.00,0.00,43.21,25.00,40.79
35-39,20.00,57.14,50.00,0.00,40.00,52.10,34.04,50.49
40-44,71.43,57.14,40.00,100.0,75.00,59.11,35.62,57.75
45-49,42.86,65.22,35.71,100.0,50.00,60.56,32.58,58.72
50-54,20.00,50.00,44.44,33.33,60.00,66.87,36.11,64.20
55-59,75.00,57.14,90.91,0.00,100.0,67.65,41.38,66.17
60-64,71.43,57.14,50.00,0.00,50.00,72.15,40.00,69.87
65-OVER,37.50,68.18,31.25,50.00,62.50,75.02,52.52,73.66
TOTAL,42.42,46.36,39.35,42.31,50.00,62.03,33.66,59.44
