PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,42.86,36.05,41.94,0.00,30.00,67.79,44.57,62.29
02,11.11,43.00,26.83,20.00,35.48,43.60,26.45,41.78
03,18.57,56.62,33.96,0.00,36.84,55.04,35.37,53.54
04,0.00,44.91,11.11,0.00,15.00,28.93,26.61,42.67
05,16.67,50.73,14.29,100.0,26.67,50.00,35.48,49.12
06,25.00,51.37,31.25,100.0,25.00,57.90,33.96,53.73
07,41.67,64.34,50.00,33.33,37.50,65.94,40.34,63.99
08,27.27,63.04,50.00,0.00,37.50,67.30,45.06,65.40
09,60.00,64.23,69.23,0.00,55.56,68.40,40.95,65.42
10,50.00,68.50,50.00,0.00,45.83,64.56,44.27,63.59
11,46.15,66.14,37.50,0.00,38.46,62.37,38.71,61.18
12,20.00,61.04,28.57,50.00,38.10,56.90,32.31,55.49
13,38.46,62.26,62.50,100.0,60.00,61.80,44.07,60.58
15,35.71,63.16,0.00,100.0,35.71,55.65,41.23,57.03
16,53.85,50.97,54.84,33.33,50.00,63.72,35.48,57.82
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,31.42,52.30,40.22,37.50,36.12,61.68,37.27,56.63
