PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.69,4.55,0.0,2.15
99999,0.0,0.0,0.0,0.0
AA,53.04,64.32,0.0,58.96
AB,66.88,68.62,0.0,67.77
AD,72.87,73.7,0.0,73.3
AE,74.6,78.39,0.0,76.71
AF,37.68,51.97,100.0,45.58
AG,69.3,72.91,0.0,71.14
AH,61.42,61.8,0.0,61.63
AI,62.73,69.49,0.0,66.52
BB,62.83,70.3,50.0,66.85
BC,57.54,56.36,33.33,56.94
BD,71.98,73.52,0.0,72.8
BE,56.96,58.4,0.0,57.69
BF,54.85,62.07,100.0,58.79
BG,62.03,58.72,0.0,60.19
BH,55.01,62.53,0.0,58.97
BI,61.85,63.24,0.0,62.57
BJ,57.39,69.81,0.0,64.21
BL,52.21,67.38,0.0,60.36
BM,44.63,57.41,0.0,51.71
BR,61.74,67.81,0.0,64.78
CA,38.74,50.37,33.33,45.03
CB,45.13,61.84,0.0,54.33
CC,30.08,43.35,0.0,37.09
CD,48.85,65.52,0.0,58.21
CE,56.54,59.28,0.0,57.77
CF,52.96,65.54,0.0,60.19
CG,51.05,67.13,33.33,60.24
CH,54.77,56.8,0.0,55.88
CI,73.84,75.09,33.33,74.52
CJ,56.43,60.7,20.0,58.86
CK,35.62,45.34,0.0,40.85
CL,46.52,59.37,0.0,53.79
CM,36.81,52.6,0.0,45.8
CN,53.6,60.73,50.0,57.38
CO,50.71,53.77,0.0,52.28
CP,47.79,60.5,0.0,54.7
CQ,38.98,50.88,0.0,45.45
CR,37.31,49.35,0.0,43.8
CS,53.47,67.58,33.33,61.29
CT,19.39,23.37,100.0,21.33
CU,34.75,40.06,0.0,37.48
CV,70.28,72.34,100.0,71.44
CW,70.62,73.22,33.33,71.98
CZ,63.21,65.7,100.0,64.55
DA,47.31,51.69,0.0,49.43
DB,55.8,59.97,0.0,57.92
DC,50.22,51.58,50.0,50.87
DE,47.86,60.09,0.0,54.17
DF,54.17,55.87,50.0,55.05
DG,73.03,72.53,0.0,72.76
DH,52.04,54.19,18.18,53.11
DI,71.5,75.72,0.0,73.68
EA,56.84,65.72,0.0,61.76
EC,66.02,69.6,0.0,67.85
EE,71.36,73.2,0.0,72.32
EF,59.76,66.63,0.0,63.45
EG,57.76,60.71,0.0,59.33
ER,47.94,51.35,62.5,50.05
FA,33.72,48.37,0.0,42.24
FB,73.44,78.59,0.0,76.0
FC,40.82,58.35,0.0,50.5
