AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,34.39,32.56,29.96,20.69,30.04,41.73,21.99,34.11
25-29,27.19,37.12,30.30,33.33,36.31,41.90,24.11,37.48
30-34,34.68,43.52,33.05,33.33,33.00,48.55,30.65,44.06
35-39,34.04,52.18,37.78,30.00,44.19,56.77,38.51,52.50
40-44,41.53,56.64,42.86,0.00,51.35,60.72,36.38,56.43
45-49,47.96,60.25,56.52,38.46,43.66,65.76,37.74,60.90
50-54,46.24,65.28,58.11,35.71,60.00,69.89,31.37,64.85
55-59,54.76,67.41,55.32,63.64,44.83,74.25,35.04,68.20
60-64,49.41,72.81,48.08,66.67,60.87,76.78,36.22,72.32
65-OVER,43.40,72.92,48.48,40.00,53.49,75.83,37.22,72.72
TOTAL,40.17,54.91,39.24,35.00,41.37,64.39,31.42,56.86
