AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,43.3,34.04,39.48,23.57,39.59,52.26,30.36,37.73
25-29,41.0,36.19,44.05,26.45,39.43,54.32,34.61,41.2
30-34,47.57,43.0,48.05,33.33,45.32,58.22,40.48,47.77
35-39,51.89,49.07,49.8,44.59,48.5,62.87,45.69,53.1
40-44,57.07,55.36,57.32,59.65,53.73,67.77,49.17,58.78
45-49,58.46,60.57,59.09,48.21,60.55,72.87,49.57,63.57
50-54,58.5,64.7,62.14,38.71,59.65,74.39,47.46,66.16
55-59,54.43,67.68,61.46,59.18,59.21,75.5,48.83,68.41
60-64,51.49,71.68,63.45,38.1,61.41,76.45,47.63,71.04
65-OVER,48.12,72.63,56.84,47.44,58.82,74.27,47.01,70.72
TOTAL,49.86,54.29,49.98,38.02,49.09,67.62,42.71,57.11
