AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,37.50,21.84,46.15,20.00,31.25,35.97,20.48,33.51
25-29,12.50,29.87,28.57,33.33,36.36,36.59,21.67,35.08
30-34,30.00,36.23,25.00,0.00,25.00,44.46,44.21,43.81
35-39,14.29,32.35,41.67,33.33,100.0,52.90,34.78,50.64
40-44,40.00,40.68,66.67,100.0,60.00,58.91,42.42,57.05
45-49,33.33,46.88,30.00,0.00,83.33,63.17,43.16,61.14
50-54,28.57,56.72,40.00,0.00,33.33,62.69,34.95,60.42
55-59,62.50,46.38,75.00,25.00,50.00,66.49,40.38,63.88
60-64,33.33,66.67,100.0,100.0,50.00,69.60,29.27,66.99
65-OVER,33.33,72.18,66.67,50.00,50.00,72.61,28.49,70.50
TOTAL,32.98,46.74,45.68,31.82,46.48,58.24,31.79,55.83
