PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.59
EW1,32.35,66.16,41.45,20.0,56.99,51.3,49.73,62.59
FP1,32.97,34.13,26.78,40.0,18.33,38.09,22.25,32.82
FP2,35.48,48.72,47.32,25.0,31.03,42.65,26.28,44.55
FP3,35.16,43.07,36.82,28.57,48.21,42.86,22.07,40.16
FP4,33.84,49.66,40.25,0.0,37.5,54.07,30.17,45.94
FP5,28.72,39.43,30.3,30.0,29.9,45.79,24.4,36.85
FP6,30.8,47.88,44.0,11.11,60.71,57.73,24.16,44.32
JB01,17.78,52.08,33.93,62.5,37.5,43.71,35.13,48.86
JB02,34.48,52.12,40.0,50.0,46.97,35.8,36.56,49.5
JB03,38.2,57.32,37.06,0.0,42.11,52.02,37.59,53.08
JB04,29.55,40.59,23.08,50.0,29.41,41.98,25.29,38.32
JB05,29.41,56.01,38.3,25.0,46.34,59.21,34.97,52.98
JB06,36.97,74.16,56.82,40.0,62.71,70.94,56.65,68.05
JB07,46.73,56.04,50.48,50.0,43.94,66.38,43.95,55.61
JB08,12.73,44.56,30.81,25.0,44.94,21.51,22.76,38.93
JB09,17.24,40.18,25.2,50.0,22.22,36.89,18.46,35.19
JB10,28.57,41.42,42.24,25.0,33.33,38.07,27.79,39.5
JB11,41.28,61.0,46.03,0.0,63.64,61.29,44.48,58.44
JB12,22.86,50.68,42.31,40.0,39.66,46.34,32.13,47.79
JB13,20.0,63.65,34.88,0.0,44.44,61.74,47.44,60.1
JB14,24.04,67.06,55.56,0.0,64.94,67.65,51.16,64.2
JB15,34.62,37.51,30.09,0.0,36.51,49.16,23.91,36.42
JB16,19.51,50.51,33.33,0.0,50.0,41.18,32.84,46.32
JB17,32.5,48.82,47.24,0.0,44.09,47.12,30.42,46.5
JB18,22.09,50.54,30.77,33.33,33.33,59.24,32.5,47.95
LC1,34.41,43.95,42.06,0.0,37.68,40.06,31.92,41.83
LJ1,28.57,60.11,35.9,50.0,43.08,51.81,40.17,55.87
LJ2,48.0,50.02,34.09,75.0,55.77,45.95,37.2,47.54
LJ3,23.19,54.67,37.61,28.57,44.64,52.84,38.79,51.57
LJ4,36.67,59.02,41.74,20.0,41.43,56.04,46.59,56.52
LJ5,20.83,53.88,37.76,100.0,39.53,40.34,37.87,49.68
MO1,37.5,49.35,34.09,25.0,32.61,43.81,30.29,45.61
MO2,36.09,50.66,50.0,46.15,41.46,59.35,37.09,48.34
MO3,33.55,51.57,52.68,50.0,43.9,52.42,29.92,47.37
MO4,30.23,47.41,31.25,75.0,38.46,57.4,33.5,45.59
MO5,32.06,63.05,45.9,22.22,48.53,59.72,41.41,59.06
MO6,30.88,55.78,41.45,25.0,41.67,53.39,39.56,52.28
MO7,40.12,46.47,36.11,0.0,28.57,53.01,25.58,43.76
MO8,45.0,61.72,40.44,50.0,43.14,47.64,43.66,57.46
MO9,29.41,53.19,35.38,0.0,55.0,48.98,32.43,49.46
OAK1,0.0,46.85,36.36,0.0,31.91,38.0,34.07,44.82
OAK2,15.15,43.86,35.9,20.0,42.11,41.79,25.68,40.07
OAK3,16.92,40.42,30.56,14.29,34.18,32.77,26.92,38.15
OAK4,13.95,45.99,27.69,25.0,34.52,38.94,32.83,43.64
PH1,36.67,68.22,48.39,20.0,53.57,56.9,53.5,64.27
PH2,32.14,65.02,49.35,50.0,49.06,66.11,51.2,62.69
RD01,23.33,62.71,53.66,0.0,42.11,68.12,41.49,60.27
RD02,26.83,52.84,26.92,33.33,38.1,33.83,31.53,48.52
RD03,26.67,50.27,50.0,25.0,36.51,50.64,30.52,47.78
RD04,36.89,44.39,35.58,50.0,31.94,42.22,27.41,41.77
RD05,25.0,52.38,37.33,40.0,36.54,51.27,37.13,49.95
RD06,22.58,37.19,36.73,50.0,32.35,45.04,23.0,36.24
RD07,33.33,37.25,27.93,50.0,36.59,43.61,24.04,35.69
RD08,35.14,63.07,51.56,0.0,52.83,61.84,43.53,60.36
RD09,27.21,51.6,34.48,33.33,36.84,49.48,35.54,47.97
RD10,25.0,37.54,19.35,22.22,35.09,42.19,23.19,35.84
RD11,11.11,58.71,50.0,0.0,36.36,55.71,45.68,56.8
RD12,30.19,57.02,28.07,50.0,46.67,50.0,40.6,53.96
TOTAL,31.42,51.42,37.7,29.97,41.56,52.14,34.55,48.58
