PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BLUE RIDGE,0.0,11.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,246.0,219.0,0.0,1.0,1.0,501.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HELEN,0.0,17.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169.0,158.0,0.0,1.0,1.0,359.0
MOSSY CREEK,0.0,30.0,33.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,3.0,0.0,2.0,0.0,1.0,826.0,778.0,0.0,4.0,1.0,1688.0
MT YONAH,0.0,63.0,47.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,6.0,8.0,0.0,5.0,5.0,2.0,1216.0,1021.0,0.0,35.0,22.0,2438.0
NACOOCHEE,0.0,19.0,20.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,504.0,461.0,0.0,12.0,5.0,1035.0
ROBERTSTOWN,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,117.0,0.0,0.0,0.0,226.0
SHOAL CREEK,1.0,20.0,36.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,619.0,561.0,0.0,0.0,3.0,1252.0
TESNATEE,0.0,15.0,8.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,320.0,302.0,0.0,2.0,1.0,654.0
TOWN CREEK,0.0,16.0,19.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,440.0,430.0,0.0,2.0,1.0,920.0
WHITE CREEK,0.0,14.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,490.0,444.0,0.0,0.0,3.0,977.0
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,1.0,213.0,205.0,0.0,9.0,16.0,0.0,6.0,3.0,0.0,31.0,22.0,0.0,16.0,11.0,3.0,4928.0,4491.0,0.0,57.0,38.0,10050.0
