PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
ADMINISTRATION BLDG,25,30.09,23.2,100,33.33,33.33,0,25,0,0,20,33.33,0,22.22,0,50,43.64,43.53,100,50.64,30.53,41.78
HAMMETT RD,66.67,37.5,32.52,0,45.45,25,0,0,0,100,37.5,28.57,0,14.71,22.22,100,54.02,56.28,33.33,61.95,48.20,53.54
GRIGGS CENTER,33.33,33.93,20,0,22.22,9.09,0,0,0,0,25,0,0,0,0,0,31.87,25,100,51.1,35.96,42.67
WEST POINT,0,40.32,31.67,0,28.57,25,0,100,0,0,33.33,0,0,14.29,20,0,51.7,48.04,0,54.86,44.65,49.12
HOGANSVILLE,50,37.36,31.09,0,23.53,27.27,0,0,100,0,43.75,18.75,0,20,33.33,0,55.65,60.62,0,57.34,42.86,53.73
EAST VERNON,33.33,35.48,43.24,0,40,33.33,0,0,50,0,60,33.33,0,37.5,50,100,65.25,66.72,0,68.82,57.76,63.99
ROSEMONT,0,45.83,44.94,0,11.11,71.43,0,0,0,0,47.37,53.33,0,25,28.57,0,67.02,67.61,0,69.05,55.56,65.4
MOUNTVILLE,0,44.68,38.6,100,50,50,0,0,0,0,87.5,40,0,25,83.33,0,68.85,68.05,0,70.03,55.98,65.42
MCLENDON,100,47.92,40,0,47.06,42.86,0,0,0,0,42.11,63.64,0,80,33.33,50,64.13,65.03,0,75.21,59.67,63.59
LONG CANE,33.33,38.1,39.39,100,50,11.11,0,0,0,0,37.5,37.5,0,40,50,100,63.14,61.37,0,71.78,58.82,61.18
GARDNER NEWMAN,0,42.86,24.32,0,36.36,40,0,0,50,0,30.77,25,0,23.53,15.38,0,57.16,56.6,0,67.17,52.85,55.49
GRAY HILL,66.67,49.15,37.5,100,80,25,100,100,0,0,42.86,77.78,0,40,37.5,50,63.13,60.34,0,72.31,50.60,60.58
HIGHLAND,100,39.22,41.94,100,25,33.33,0,100,0,0,0,0,0,30,38.89,0,53.45,58.36,0,68.82,55.47,57.03
NORTHSIDE,100,41.56,28.57,0,77.78,22.22,0,50,0,0,53.33,56.25,0,50,60,100,63.86,63.5,0,59.02,39.35,57.82
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,42.86,39.77,33.94,100.0,39.87,29.75,100.0,38.46,37.5,100.0,41.71,37.82,0.0,28.03,32.59,64.29,60.48,61.31,44.44,58.9,43.93,56.09
