PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
CALHOUN PARK,0,28.57,20,0,33.33,36.36,0,0,0,0,40.91,40,0,40,50,0,61.56,60.87,0,53.12,39.36,49.32
FIRE DEPT STA #5,0,40.68,47.3,0,72.73,58.33,0,66.67,0,0,58.33,36.36,0,54.55,41.18,100,75.21,75.11,0,69.05,55.96,70.96
BUCKEYE,0,36.36,33.33,0,60,66.67,0,0,0,0,0,0,0,0,0,0,70.24,74.57,0,69.1,56.57,66.28
BURCH,0,40,37.5,0,100,50,0,0,0,0,100,0,0,0,0,0,71.88,77.36,0,73.17,58.06,71.84
CADWELL,0,33.33,19.05,0,50,0,0,0,0,0,0,0,0,0,0,0,73.75,75.19,0,79.41,57.14,70.45
BREWTON,0,37.5,26.83,0,75,66.67,0,0,0,0,50,0,0,50,0,100,69.44,71.78,0,56.77,48.85,65.02
DUDLEY,100,59.09,44,0,25,0,0,100,0,0,0,0,0,0,50,100,79.49,83.46,0,71.11,50.00,76.49
HAMPTON MILL,0,53.57,37.93,0,33.33,33.33,0,0,0,0,0,100,0,50,0,0,73.26,73.61,0,68.24,54.43,70.81
HARVARD,0,42.86,30.77,0,66.67,100,0,0,0,0,100,0,0,0,0,0,70.87,80.52,0,67.35,57.81,67.93
MINTER,0,42.11,36.36,0,0,0,0,0,0,0,100,100,0,0,0,0,70.43,70.19,0,75,30.00,68.76
RURAL FIRE STA #17,100,43.18,18.52,0,83.33,100,0,0,0,0,15.38,8.33,0,50,0,0,66.36,67.89,50,63.56,54.14,63
W T ADAMS FIRE STA #18,0,66.67,57.78,0,40,60,0,0,0,0,100,33.33,0,100,0,0,81.3,76.15,0,75.08,59.38,74.99
REEDY SPRINGS,0,53.85,52.94,0,50,0,0,0,0,0,33.33,0,0,50,0,0,68.53,69.59,0,83.72,61.11,68.44
SMITH,0,36.36,19.57,0,45.45,0,0,50,50,0,45.45,25,0,25,0,0,60.22,58.76,0,57.79,42.52,53.99
LCFS #10,0,47.37,21.95,0,60,50,0,0,0,0,60,23.08,0,28.57,0,0,66.77,69.34,0,61.83,52.38,62.45
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,66.67,41.0,30.08,,52.13,43.48,,30.77,10.0,,41.3,28.89,,45.76,35.9,71.43,70.43,71.13,20.0,59.39,46.52,62.86
