PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BOWDON,100,31.51,32.14,0,46.15,25,0,50,0,0,25,30,0,75,0,0,54.08,56.88,0,52.92,36.50,51.34
SANDHILL,100,36.99,37.09,0,47.62,40,0,40,33.33,0,40,42.86,0,50,66.67,50,57.48,57.84,0,60.56,44.41,54.48
CENTER POINT,0,49.23,31.75,0,40,33.33,0,100,100,0,62.5,20,0,0,0,0,73.51,67.63,0,80,37.50,67.28
MT ZION,100,45,38.02,50,71.43,16.67,0,100,0,0,30,37.5,0,18.18,18.18,100,56.44,55,0,64.81,58.00,54.11
BURWELL,0,39.58,36.54,0,66.67,40,0,0,0,0,70,15.38,0,100,66.67,0,57.57,61.59,0,56.82,30.95,56.74
CLEM,100,50.37,45.14,0,33.33,40,0,0,0,0,43.48,44.44,0,40,0,0,66.02,65.4,0,59.63,49.07,62.51
BOWDON JUNCTION,0,32.76,34.62,0,66.67,25,0,0,0,0,44.44,28.57,0,0,0,0,55.6,54.18,0,59.32,46.15,52.08
TYUS,0,37.66,42.37,0,100,33.33,0,0,0,0,12.5,0,0,0,100,100,67.91,66.11,0,62,31.25,63.17
FAIRFIELD,0,60,49.23,0,29.17,41.67,100,0,50,0,47.62,46.15,0,52.94,60,0,65.36,63.86,0,68.04,60.33,62.81
HULETT,0,48.48,50,0,69.23,62.5,0,0,50,0,53.33,52.94,0,40,40,0,65.95,64.29,0,62.67,45.45,62.53
BETHANY,0,35.94,33.64,0,31.58,30.77,0,0,50,0,34.55,20,0,42.86,20,66.67,49.57,52.02,0,52.04,44.15,47.7
V R COUNTY SOUTH,0,34.96,26.89,0,72.73,60,0,0,25,0,27.78,35,0,25,40,50,57.91,55.83,0,59.09,44.72,53.76
V R COUNTY NORTH,0,39.02,35.35,0,50,43.48,0,0,60,0,44.44,44.83,0,37.5,18.18,0,51.89,51.59,0,57.57,46.17,49.95
VILLA RICA CITY,0,42.78,37.67,0,34.69,29.27,0,25,16.67,0,43.75,39.13,0,29.63,26.47,0,47.8,45.47,33.33,52.99,42.05,45.95
TEMPLE COUNTY,100,42.78,37.38,0,66.67,33.33,0,0,50,0,50,42.11,0,75,14.29,100,50.92,48.1,0,62.11,47.56,49.05
TEMPLE CITY,0,43.26,31.85,0,50,12.5,0,100,0,0,46.43,23.81,0,42.86,12.5,0,49.91,51.35,0,58.6,47.06,49.15
WHITESBURG,0,40.96,36.36,0,70,66.67,0,0,0,0,83.33,0,0,100,0,0,61.09,58.57,0,73.81,48.94,57.81
ROOPVILLE,0,44.44,40,0,60,0,0,0,0,0,45.45,28.57,0,80,33.33,66.67,64.57,63.89,0,58.11,32.79,61.07
WEST CARROLLTON,33.33,31.03,25.57,0,48.48,25.93,0,0,0,100,37.18,28.57,0,11.76,46.15,33.33,45.96,46.34,100,51.48,35.62,42.9
LAKESHORE REC CENTER,0,36.84,25.4,0,66.67,83.33,0,0,0,0,27.27,33.33,0,41.67,50,0,56.83,63.19,0,48.73,33.33,52.41
BONNER,0,36.81,34.5,0,28.57,23.53,0,0,50,0,34.62,36.84,0,23.08,31.03,66.67,62.19,63,50,46.01,37.46,53.48
UNIVERSITY OF W. GA,0,36.9,28.05,0,44,20,0,0,0,0,34.48,17.65,0,28.57,20,50,57.72,64,0,46.06,31.71,50.34
COUNTY ADMIN BLDG,50,46.67,32.77,0,21.43,53.85,0,0,0,0,57.89,36.11,0,54.55,33.33,0,62.25,60.38,0,47.83,30.00,54.77
TABERNACLE CHURCH,0,38.57,45.45,0,25,25,0,0,0,0,18.18,12.5,0,55.56,37.5,0,62.48,63.67,0,38.85,28.26,55.88
BURSON CENTER,0,37.04,34.85,0,33.33,0,0,0,0,0,53.33,22.22,0,50,100,0,64.16,60.42,0,62.07,50.00,57.93
OLD CAMP CHURCH,0,62.35,39.76,0,63.64,33.33,0,50,0,0,38.46,50,0,0,33.33,0,66.03,66.59,0,63.21,42.05,63.51
OAK GROVE,50,44,51.85,0,25,25,0,0,0,0,25,20,0,66.67,33.33,0,67.96,63.44,0,50.56,32.31,60.5
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,34.78,41.38,36.53,25.0,45.99,34.34,100.0,21.05,29.55,100.0,41.42,33.85,,39.21,31.31,43.59,58.09,57.84,35.71,53.79,41.25,53.78
