PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE AMERICAN UNKNOWN,NATIVE AMERICAN FEMALE,NATIVE AMERICAN MALE,LATINO UNKNOWN,LATINO FEMALE,LATINO MALE,ASIAN-PACIFIC UNKNOWN,ASIAN-PACIFIC FEMALE,ASIAN-PACIFIC MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
SCOOTERVILLE,0,60,44.44,0,50,0,0,0,0,0,0,0,0,33.33,0,0,67.07,67.87,0,58.82,40.00,65.21
MINTON,0,53.33,9.09,0,0,0,0,0,0,0,66.67,50,0,0,0,0,73.43,72.61,0,73.33,25.00,69.7
BRIDGEBORO,0,21.43,30.43,0,57.14,40,0,0,0,0,0,25,0,100,0,0,61.71,63.58,0,78.33,49.21,59.6
COUNTY LINE,0,20,2.7,0,0,33.33,0,0,0,0,33.33,0,0,0,0,100,48.98,57.01,0,54.55,41.18,48.34
ISABELLA,0,35,37.5,0,66.67,100,0,0,0,0,50,0,0,0,50,0,70.51,68.89,0,51.32,40.30,65.78
PINEY WOODS,0,70,8.33,0,50,0,0,0,0,0,100,0,0,0,0,0,50.98,62.16,0,68,46.51,55.07
SYLVESTER EAST,100,19.05,13.04,0,20,60,0,100,100,0,100,100,0,33.33,66.67,100,64.3,67.41,0,47.54,36.67,59.59
POULAN,0,28.57,39.13,0,100,33.33,0,0,100,0,25,50,0,0,0,0,66.1,59.27,0,63.38,33.33,58.96
SUMNER,0,25,19.23,0,0,50,0,0,100,0,40,0,0,0,0,0,65.63,68.81,0,58.44,41.38,62.42
SHINGLER,0,28.57,41.18,0,0,100,0,0,0,0,66.67,50,0,0,0,0,73.06,78.87,0,86.36,44.44,73.3
RED ROCK,0,20,6.25,0,0,100,0,100,0,0,40,0,0,50,0,0,57.11,58.77,0,54.24,53.95,53.81
DOLES,0,40,50,0,0,0,0,0,0,0,100,0,0,100,0,0,65,63.01,0,52.94,37.50,61.87
OAKFIELD,0,33.33,11.11,0,0,0,0,0,0,0,0,0,0,50,0,0,62.5,62.82,0,70.59,68.97,61.82
88888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,100.0,29.07,22.01,,38.71,58.06,,100.0,75.0,,47.5,32.0,,52.63,42.86,40.0,63.82,65.42,,57.58,43.66,60.42
