PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
ANNEX,16.67,37.50,23.81,0.00,41.18,46.79,37.41,45.08
COLHAM FERRY,0.00,18.52,44.44,0.00,41.67,49.14,27.88,46.76
ANTIOCH,0.00,45.24,14.29,0.00,40.00,46.49,27.06,44.73
FARMINGTON,0.00,36.17,40.00,0.00,0.00,48.26,40.48,46.64
BISHOP,12.50,33.00,56.25,0.00,21.43,45.00,33.33,42.60
HIGH SHOALS,0.00,39.47,50.00,0.00,50.00,49.36,35.00,47.61
NORTH OCONEE,12.00,25.81,33.33,0.00,28.57,42.71,33.33,40.46
DARK CORNER,26.67,27.12,36.84,0.00,35.71,47.51,37.18,45.72
BOGART,17.50,30.00,20.00,0.00,18.18,44.09,33.77,41.21
MALCOM BRIDGE,24.39,39.58,25.53,0.00,37.04,44.18,29.36,41.79
ATHENS ACADEMY,20.63,26.67,16.22,0.00,14.29,48.00,24.19,43.40
CIVIC CENTER,23.17,36.84,31.71,50.00,23.81,48.70,33.55,46.23
CITY HALL,20.00,26.50,42.31,0.00,21.43,44.58,30.84,41.93
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,19.59,32.50,29.90,14.29,29.41,46.62,32.17,44.11
