AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,4.55,13.33,0.00,5.56,16.53,7.66,13.88
25-29,0.00,3.57,8.33,0.00,0.00,10.96,8.40,9.97
30-34,0.00,5.80,6.67,0.00,0.00,20.81,14.46,18.83
35-39,25.00,12.50,0.00,0.00,0.00,25.83,12.50,23.86
40-44,0.00,17.95,7.69,0.00,0.00,28.70,12.50,26.54
45-49,0.00,15.31,0.00,0.00,0.00,31.89,17.20,29.06
50-54,100.0,25.00,25.00,0.00,100.0,36.81,26.47,35.33
55-59,50.00,34.04,0.00,0.00,25.00,43.14,25.00,41.47
60-64,0.00,37.11,33.33,0.00,0.00,47.55,42.37,46.13
65-OVER,14.29,35.80,0.00,0.00,0.00,44.34,32.61,43.06
TOTAL,14.29,22.70,9.41,0.00,6.12,33.56,17.30,31.29
