AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,3.57,0.00,33.33,19.89,10.71,18.48
25-29,0.00,0.00,6.25,0.00,0.00,16.26,16.67,15.76
30-34,0.00,0.00,0.00,0.00,0.00,21.25,24.14,20.79
35-39,100.0,20.00,25.00,0.00,0.00,30.32,25.00,30.05
40-44,0.00,0.00,10.00,100.0,0.00,32.72,31.25,31.87
45-49,50.00,0.00,18.18,0.00,0.00,34.68,20.69,33.60
50-54,0.00,100.0,30.77,0.00,0.00,40.00,31.03,39.32
55-59,33.33,60.00,10.00,0.00,20.00,41.41,40.54,41.01
60-64,33.33,0.00,20.00,0.00,33.33,48.10,51.22,47.83
65-OVER,0.00,50.00,12.50,0.00,100.0,57.83,54.40,57.56
TOTAL,15.79,18.52,11.82,33.33,15.62,41.85,35.07,40.99
