AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,16.67,0.00,8.33,33.33,0.00,20.96,14.06,20.29
25-29,0.00,0.00,0.00,0.00,40.00,13.62,13.64,13.54
30-34,0.00,0.00,0.00,0.00,0.00,21.69,28.21,21.71
35-39,0.00,50.00,12.50,0.00,14.29,25.38,13.79,24.77
40-44,50.00,20.00,0.00,0.00,0.00,29.69,21.88,29.40
45-49,20.00,33.33,0.00,0.00,0.00,33.17,30.77,32.86
50-54,0.00,0.00,44.44,0.00,66.67,39.67,34.85,39.40
55-59,33.33,0.00,60.00,50.00,42.86,44.00,37.50,43.74
60-64,100.0,50.00,50.00,100.0,50.00,48.41,43.06,48.30
65-OVER,40.00,0.00,42.86,0.00,37.50,50.27,56.20,50.35
TOTAL,27.78,14.81,21.67,33.33,29.55,39.15,34.85,38.85
