AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,6.980,6.020,5.470,0.00,6.600,8.650,4.780,6.450
25-29,3.030,5.640,4.290,0.00,1.030,6.780,4.720,5.650
30-34,3.030,8.140,5.080,0.00,9.380,9.220,4.950,7.890
35-39,14.55,11.18,7.580,0.00,7.350,12.35,7.460,10.88
40-44,12.20,15.29,3.920,0.00,7.140,19.37,11.53,15.44
45-49,15.62,19.22,9.940,25.00,20.59,24.61,13.25,19.89
50-54,19.51,28.99,18.11,0.00,13.04,34.54,16.03,29.19
55-59,9.090,32.97,26.02,50.00,20.00,36.92,14.74,32.67
60-64,14.29,39.17,16.67,50.00,21.74,42.64,23.30,38.28
65-OVER,19.12,41.26,17.53,20.00,21.88,46.21,18.07,41.89
TOTAL,11.29,19.73,9.520,10.26,9.680,25.44,8.960,19.88
