PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,50.00,900.0,0.00,171.43
99999,0.00,14.29,0.00,9.090
ANNX,37.33,35.86,0.00,36.54
BMS,36.45,35.88,25.00,36.15
CENT,29.67,28.31,0.00,28.91
CGTC,35.08,32.97,0.00,33.96
FMMS,28.79,28.50,40.00,28.64
HAFS,39.12,36.16,0.00,37.58
HCTC,25.26,23.43,100.0,24.26
HEFS,35.43,34.76,0.00,35.08
HHPC,24.01,26.07,0.00,25.16
MCMS,31.45,31.31,25.00,31.37
MILL,34.81,31.02,0.00,32.74
NSES,32.24,32.76,0.00,32.51
RECR,16.04,17.20,0.00,16.70
ROZR,32.87,32.80,0.00,32.82
TMS,22.56,22.31,0.00,22.40
TWPK,33.46,32.91,100.0,33.18
VHS,34.00,32.81,50.00,33.39
TOTAL,29.84,29.02,20.00,29.39
