AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,20.00,10.92,30.00,0.00,17.39,23.84,15.97,19.96
25-29,12.50,12.23,12.50,0.00,25.00,18.76,10.10,16.40
30-34,0.00,17.30,0.00,0.00,12.50,24.94,23.08,22.73
35-39,50.00,21.53,42.86,0.00,33.33,36.66,35.56,33.36
40-44,25.00,26.91,10.00,0.00,50.00,38.68,29.59,35.32
45-49,9.090,28.88,33.33,0.00,44.44,42.56,20.43,38.19
50-54,33.33,32.76,20.00,0.00,45.45,47.13,44.87,43.96
55-59,16.67,32.98,0.00,0.00,10.00,52.09,42.50,47.28
60-64,10.00,41.55,20.00,0.00,40.00,59.18,43.28,54.37
65-OVER,7.690,37.42,66.67,0.00,16.67,60.80,44.62,55.39
TOTAL,15.00,27.74,22.99,0.00,26.21,45.00,29.81,40.14
