AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,10.20,6.22,19.01,0.00,8.20,21.36,12.21,18.08
25-29,2.63,6.38,13.61,50.00,4.00,17.20,13.79,15.38
30-34,2.63,10.32,17.22,0.00,18.92,23.22,16.57,20.47
35-39,12.90,12.15,16.81,50.00,16.22,29.41,20.70,25.53
40-44,8.82,16.56,10.40,0.00,13.33,33.37,22.95,28.94
45-49,20.51,23.20,11.14,0.00,31.03,37.98,19.16,32.61
50-54,11.11,20.11,14.46,0.00,23.33,43.21,23.50,38.15
55-59,8.33,27.72,13.22,0.00,10.00,47.42,24.75,42.42
60-64,28.57,37.77,11.80,100.0,21.43,53.06,31.96,48.87
65-OVER,20.75,42.52,11.48,0.00,26.09,52.61,32.74,50.04
TOTAL,12.43,21.80,15.04,13.64,15.58,39.45,19.62,33.82
