AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,66.67,9.02,20.00,0.00,0.00,27.97,12.96,20.63
25-29,0.00,10.95,20.00,0.00,0.00,26.32,11.11,20.51
30-34,0.00,17.39,10.53,0.00,0.00,38.40,13.79,29.72
35-39,100.0,21.65,12.50,0.00,0.00,41.70,19.35,33.61
40-44,0.00,25.00,50.00,0.00,0.00,51.34,17.50,41.96
45-49,50.00,35.48,25.00,0.00,0.00,49.70,33.33,45.02
50-54,66.67,37.27,0.00,0.00,50.00,51.79,44.00,47.51
55-59,0.00,33.33,40.00,0.00,0.00,61.58,17.65,52.59
60-64,0.00,43.66,50.00,0.00,0.00,66.76,32.00,58.45
65-OVER,50.00,37.25,9.09,0.00,0.00,67.62,37.50,60.68
TOTAL,38.89,28.12,19.05,0.00,4.76,53.06,22.05,44.54
