AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,15.04,9.55,10.58,18.75,9.21,21.08,8.91,12.12
25-29,10.92,9.98,13.23,22.22,9.34,17.75,10.39,12.39
30-34,7.09,14.44,12.16,50.00,12.50,18.41,14.16,15.60
35-39,6.32,17.39,12.28,25.00,12.80,21.38,13.83,17.93
40-44,16.92,22.18,10.67,25.00,12.38,28.85,13.96,23.06
45-49,21.05,24.25,20.00,0.00,13.83,32.08,17.51,25.88
50-54,18.75,29.49,17.92,75.00,20.27,36.40,20.27,30.78
55-59,31.58,34.61,22.22,20.00,29.35,42.09,24.25,36.34
60-64,17.11,41.78,23.33,0.00,22.22,47.78,25.95,42.69
65-OVER,17.84,45.17,23.68,12.50,22.78,50.28,31.94,46.55
TOTAL,15.29,25.10,15.42,23.53,14.65,35.02,16.29,27.40
