AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,17.92,11.33,21.04,10.20,16.39,31.31,14.43,15.76
25-29,13.66,11.94,18.66,18.37,16.83,30.04,18.33,17.63
30-34,16.55,16.22,21.69,16.67,17.94,31.92,19.83,21.73
35-39,20.28,21.31,25.62,14.63,20.65,35.67,21.75,26.06
40-44,20.20,25.59,27.27,26.32,23.27,39.99,21.03,29.81
45-49,20.67,30.00,28.35,18.75,27.44,45.18,22.41,34.35
50-54,22.06,34.98,31.04,20.00,26.06,50.13,23.13,38.67
55-59,23.26,39.56,29.44,25.00,30.79,54.22,25.76,43.16
60-64,18.63,46.71,35.21,14.29,31.63,57.99,28.54,49.14
65-OVER,15.84,47.67,28.74,22.22,30.69,56.94,30.10,50.25
TOTAL,18.35,28.12,25.11,18.33,22.17,45.22,21.30,32.86
