AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,17.20,9.750,10.48,0.00,13.67,24.01,12.07,14.22
25-29,8.790,10.42,12.50,0.00,10.89,21.43,14.23,14.31
30-34,11.43,14.73,6.900,0.00,7.690,26.33,17.62,18.97
35-39,13.75,19.45,13.33,0.00,22.41,31.79,16.14,23.64
40-44,14.08,24.03,26.79,0.00,18.18,38.08,18.33,28.93
45-49,16.22,27.21,19.23,33.33,38.24,41.93,22.13,32.99
50-54,17.46,32.06,39.02,16.67,26.00,46.13,15.54,37.39
55-59,10.26,37.54,28.81,40.00,21.43,49.95,22.73,42.22
60-64,16.13,43.36,43.48,0.00,32.35,54.24,25.00,48.02
65-OVER,10.91,45.65,23.68,25.00,20.34,52.93,29.95,49.38
TOTAL,13.38,26.42,18.48,11.11,18.21,42.41,18.16,32.76
