AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,8.33,20.00,24.14,33.33,33.33,22.12,20.63,21.85
25-29,0.00,0.00,5.88,0.00,33.33,22.08,17.65,20.80
30-34,0.00,0.00,8.33,0.00,50.00,27.21,22.58,26.24
35-39,0.00,8.33,0.00,0.00,100.0,34.30,20.69,32.74
40-44,25.00,5.26,9.09,0.00,0.00,43.95,30.56,41.95
45-49,0.00,20.00,0.00,0.00,50.00,42.26,27.27,40.28
50-54,0.00,20.83,8.33,0.00,0.00,45.88,25.00,43.97
55-59,12.50,12.50,0.00,0.00,33.33,50.18,40.00,48.51
60-64,0.00,15.79,25.00,0.00,60.00,56.09,45.45,54.17
65-OVER,14.29,42.86,12.50,0.00,0.00,56.29,30.77,55.05
TOTAL,5.48,19.58,10.40,14.29,36.67,43.35,25.48,41.39
