AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.65,0.00,0.00,0.00,14.73,10.53,12.02
25-29,0.00,8.480,0.00,0.00,0.00,15.98,7.690,11.28
30-34,0.00,15.87,9.090,0.00,0.00,22.30,3.030,18.12
35-39,0.00,19.71,12.50,0.00,0.00,26.63,12.90,22.67
40-44,0.00,19.67,40.00,0.00,0.00,29.55,18.18,24.39
45-49,50.00,26.84,11.11,0.00,0.00,37.11,12.12,31.55
50-54,33.33,30.22,0.00,0.00,0.00,41.05,17.24,35.35
55-59,0.00,30.33,0.00,100.0,0.00,45.15,23.53,37.48
60-64,33.33,38.66,16.67,0.00,0.00,52.19,36.00,45.38
65-OVER,0.00,35.97,0.00,0.00,50.00,47.42,21.05,42.83
TOTAL,13.95,24.02,6.380,25.00,5.000,36.88,15.30,30.12
