AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,11.01,0.00,0.00,0.00,18.37,7.14,12.95
25-29,0.00,16.00,0.00,0.00,0.00,17.50,7.69,16.16
30-34,0.00,20.30,0.00,0.00,0.00,27.43,25.00,22.88
35-39,0.00,18.97,0.00,0.00,0.00,25.81,25.00,21.02
40-44,0.00,26.92,0.00,0.00,0.00,38.05,0.00,30.80
45-49,0.00,28.57,0.00,0.00,0.00,37.39,0.00,31.71
50-54,0.00,30.86,0.00,0.00,0.00,40.56,10.00,33.58
55-59,0.00,31.80,0.00,0.00,100.0,44.44,28.57,36.32
60-64,0.00,42.38,0.00,0.00,0.00,48.28,50.00,45.01
65-OVER,0.00,39.79,0.00,0.00,0.00,49.84,36.36,45.12
TOTAL,0.00,28.26,0.00,0.00,12.50,40.07,18.52,32.83
