PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
LOCKHART,34.83,32.48,100.0,33.68
EMIT,31.57,32.07,50.00,31.84
STATESBORO,24.85,25.12,0.00,25.00
PORTAL,30.03,30.99,0.00,30.55
FAIR,31.68,30.39,0.00,30.98
CHURCH,27.24,27.88,0.00,27.60
PITTMAN PARK,14.85,17.28,40.00,16.12
LEEFIELD,33.78,35.55,0.00,34.74
BLITCH,44.62,42.99,0.00,43.78
HAGIN,33.58,30.17,0.00,31.74
BROOKLET,33.01,33.80,0.00,33.41
STILSON,30.70,32.98,0.00,31.88
BAY,36.53,37.69,0.00,37.13
NEVILS,32.38,35.34,0.00,33.92
SINKHOLE,43.56,38.22,0.00,40.75
REGISTER,25.80,29.73,100.0,28.01
99999,0.00,0.00,0.00,0.00
TOTAL,28.24,28.74,45.45,28.51
