AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.00,40.00,0.00,16.67,25.05,19.78,22.36
25-29,0.00,13.86,0.00,0.00,42.86,25.05,19.70,22.62
30-34,0.00,17.48,10.00,0.00,50.00,30.60,20.69,27.45
35-39,66.67,22.73,50.00,0.00,0.00,35.67,20.00,32.05
40-44,33.33,25.00,50.00,0.00,75.00,38.67,20.75,35.61
45-49,0.00,28.69,25.00,0.00,50.00,47.98,36.11,44.34
50-54,0.00,32.59,14.29,100.0,60.00,46.41,27.66,43.06
55-59,50.00,36.88,0.00,0.00,100.0,55.96,31.91,51.72
60-64,50.00,51.06,25.00,0.00,0.00,57.58,26.92,55.27
65-OVER,50.00,39.08,50.00,100.0,0.00,60.31,40.82,56.75
TOTAL,31.58,29.61,23.44,40.00,34.88,46.44,25.14,42.43
