PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,32.91,37.76,0.00,35.51
1B,32.05,31.92,0.00,31.97
1C,36.88,38.33,75.00,37.72
1D,43.79,44.89,100.0,44.44
2A,22.03,25.44,0.00,23.88
2B,20.64,23.73,0.00,22.33
3A,20.24,23.12,50.00,21.93
3B,23.57,22.27,33.33,22.89
4A,23.44,24.10,0.00,23.75
4B,28.42,31.55,33.33,30.05
5A,39.16,41.70,33.33,40.52
5B,35.69,39.92,60.00,38.11
5C,42.02,44.45,0.00,43.23
5D,29.54,31.55,0.00,30.68
6A,33.52,35.40,0.00,34.53
6B,35.33,37.71,50.00,36.64
6C,33.82,36.15,25.00,35.08
6D,39.68,39.48,50.00,39.58
7A,36.17,37.80,50.00,37.07
7B,33.00,32.72,20.00,32.83
7C,39.02,39.38,37.50,39.20
8A,33.31,35.79,33.33,34.66
8B,33.51,37.74,0.00,35.74
8C,25.90,30.91,0.00,28.64
99999,0.00,0.00,0.00,0.00
TOTAL,31.40,33.32,28.97,32.44
