AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.650,17.89,0.00,9.520,22.73,14.20,19.84
25-29,4.260,8.460,6.480,0.00,13.64,21.11,15.65,19.01
30-34,16.67,14.67,20.25,33.33,19.23,29.33,19.14,27.22
35-39,14.29,27.05,18.18,0.00,12.50,35.99,21.26,33.82
40-44,19.57,20.09,32.00,0.00,8.330,36.90,21.57,34.52
45-49,13.33,25.78,22.99,0.00,27.78,44.28,28.87,41.56
50-54,16.13,30.89,25.86,0.00,42.86,45.45,33.93,43.30
55-59,12.50,34.04,15.15,0.00,38.46,51.34,27.97,48.65
60-64,27.78,31.58,26.67,0.00,55.56,57.08,37.38,54.41
65-OVER,21.21,42.75,31.58,0.00,28.57,59.13,42.31,57.16
TOTAL,13.61,26.08,20.50,8.330,20.97,43.22,24.24,40.20
