AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,4.050,0.00,0.00,20.00,17.19,9.250,11.93
25-29,6.670,5.990,7.690,0.00,12.50,18.34,9.620,13.21
30-34,16.67,9.450,11.76,0.00,0.00,21.81,4.170,16.76
35-39,16.67,11.14,17.39,0.00,33.33,27.80,9.760,21.52
40-44,12.50,10.28,25.00,0.00,0.00,31.43,17.86,24.67
45-49,20.00,12.99,0.00,0.00,0.00,35.61,7.580,28.33
50-54,20.00,17.60,0.00,0.00,33.33,40.86,6.670,32.73
55-59,20.00,20.35,0.00,0.00,16.67,43.37,22.45,36.31
60-64,25.00,28.82,28.57,0.00,0.00,48.55,15.79,42.35
65-OVER,28.57,34.29,55.56,50.00,25.00,50.38,20.48,46.36
TOTAL,15.46,17.09,13.45,10.00,16.22,37.73,11.49,30.68
