AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.87,25.00,0.00,0.00,24.27,9.09,19.21
25-29,0.00,7.10,0.00,0.00,0.00,27.36,0.00,19.62
30-34,0.00,13.48,16.67,0.00,0.00,27.27,0.00,21.56
35-39,0.00,18.58,0.00,0.00,0.00,34.04,28.57,29.38
40-44,0.00,21.74,0.00,0.00,0.00,33.66,0.00,30.15
45-49,0.00,26.89,0.00,0.00,0.00,41.79,0.00,37.07
50-54,0.00,32.31,0.00,0.00,50.00,49.10,75.00,44.37
55-59,0.00,26.02,0.00,0.00,0.00,50.00,14.29,43.12
60-64,0.00,36.89,0.00,0.00,0.00,49.54,14.29,46.01
65-OVER,100.0,35.09,0.00,0.00,0.00,53.74,10.00,49.54
TOTAL,11.11,23.25,9.38,0.00,11.11,42.44,12.33,36.76
