AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,6.520,9.750,17.32,14.29,8.890,23.33,10.65,14.27
25-29,12.24,11.05,13.68,0.00,2.700,17.90,10.63,13.99
30-34,12.50,17.56,13.58,0.00,14.71,25.28,12.69,20.77
35-39,28.57,23.25,13.08,0.00,18.18,30.16,14.77,25.54
40-44,16.22,29.10,17.14,0.00,19.44,34.39,14.37,30.22
45-49,18.52,30.33,26.14,66.67,20.00,40.42,16.19,34.08
50-54,16.13,32.87,23.33,25.00,14.81,45.22,22.46,38.18
55-59,11.54,38.88,26.23,50.00,21.74,47.49,18.99,42.28
60-64,21.43,40.67,25.58,40.00,31.58,53.55,28.03,47.06
65-OVER,25.00,46.09,28.05,14.29,24.24,56.28,32.72,52.05
TOTAL,15.84,27.73,19.43,20.00,14.29,40.70,16.09,33.00
