AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.56,9.09,0.00,11.11,21.52,13.64,16.10
25-29,0.00,13.53,22.22,0.00,8.33,20.41,9.57,17.07
30-34,0.00,18.25,33.33,0.00,14.29,26.20,22.22,23.52
35-39,100.0,22.52,16.67,0.00,0.00,30.15,18.18,26.98
40-44,50.00,33.77,0.00,0.00,0.00,36.42,26.92,35.05
45-49,0.00,30.04,0.00,0.00,66.67,42.34,22.41,37.83
50-54,50.00,36.50,20.00,0.00,0.00,38.85,25.00,37.45
55-59,0.00,38.91,0.00,100.0,28.57,48.79,25.58,44.83
60-64,0.00,42.21,0.00,0.00,50.00,53.88,21.88,49.95
65-OVER,0.00,42.72,50.00,0.00,25.00,54.77,39.47,51.81
TOTAL,10.34,29.50,15.91,100.0,19.23,41.19,21.03,36.78
