PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,inf00,50.00,inf00,200.0
99999,0.00,0.00,0.00,0.00
EW1,26.08,36.76,0.00,32.16
FP1,14.53,19.00,0.00,16.94
FP2,16.75,23.62,0.00,20.48
FP3,16.52,24.26,0.00,20.77
FP4,23.67,28.31,0.00,26.11
FP5,14.61,19.15,0.00,17.23
FP6,24.44,27.16,0.00,25.85
JB01,17.31,26.73,16.67,22.80
JB02,15.83,26.88,0.00,22.25
JB03,23.85,32.13,0.00,28.41
JB04,16.35,20.92,0.00,19.05
JB05,25.50,30.68,0.00,28.48
JB06,44.56,46.71,0.00,45.70
JB07,25.36,30.48,0.00,28.21
JB08,11.87,18.59,0.00,15.87
JB09,14.43,19.81,100.0,17.52
JB10,12.09,19.46,50.00,16.61
JB11,30.22,36.02,0.00,33.36
JB12,17.24,26.18,0.00,22.46
JB13,30.73,38.29,0.00,35.00
JB14,35.40,40.68,0.00,38.23
JB15,13.42,15.79,0.00,14.86
JB16,17.24,24.23,0.00,21.29
JB17,17.01,25.56,0.00,22.06
JB18,18.58,26.91,0.00,23.43
LC1,14.92,20.58,0.00,18.33
LJ1,25.52,32.02,0.00,29.14
LJ2,18.40,23.93,0.00,21.55
LJ3,21.10,25.56,33.33,23.72
LJ4,20.72,31.03,25.00,26.58
LJ5,18.37,26.15,0.00,22.95
MO1,17.42,25.83,33.33,22.34
MO2,22.97,30.01,0.00,26.77
MO3,17.43,25.91,0.00,22.16
MO4,20.58,25.94,0.00,23.44
MO5,24.69,35.59,0.00,30.84
MO6,22.36,34.45,0.00,29.11
MO7,16.99,24.64,0.00,21.38
MO8,23.83,36.02,33.33,31.07
MO9,25.41,31.08,0.00,28.58
OAK1,14.85,21.98,0.00,18.98
OAK2,12.83,18.25,0.00,15.73
OAK3,11.78,18.67,0.00,15.64
OAK4,15.45,22.15,0.00,19.32
PH1,30.90,36.68,0.00,34.18
PH2,32.24,38.44,100.0,35.68
RD01,28.99,36.27,0.00,33.08
RD02,15.80,26.24,0.00,22.03
RD03,18.65,27.35,66.67,23.61
RD04,15.41,21.49,0.00,18.96
RD05,21.05,28.88,0.00,25.67
RD06,12.35,17.50,0.00,15.20
RD07,10.28,14.49,0.00,12.65
RD08,33.80,43.44,50.00,39.19
RD09,19.25,25.38,0.00,22.70
RD10,11.10,13.39,100.0,12.47
RD11,30.76,41.90,0.00,36.68
RD12,20.29,30.18,33.33,25.98
TOTAL,20.42,27.35,11.97,24.37
