AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.61,10.00,0.00,0.00,18.82,0.00,12.95
25-29,0.00,11.58,0.00,0.00,50.00,21.60,16.67,15.51
30-34,33.33,19.38,7.14,0.00,50.00,22.30,18.75,20.13
35-39,0.00,22.14,10.00,0.00,100.0,27.07,11.11,23.48
40-44,0.00,21.72,0.00,0.00,0.00,31.68,0.00,24.41
45-49,0.00,23.38,0.00,0.00,0.00,37.23,35.71,30.08
50-54,0.00,24.73,0.00,100.0,0.00,32.52,25.00,28.18
55-59,0.00,33.96,25.00,0.00,25.00,39.14,25.00,36.07
60-64,0.00,39.08,0.00,0.00,50.00,48.51,37.50,43.96
65-OVER,33.33,37.02,0.00,0.00,66.67,50.34,36.36,45.06
TOTAL,7.69,25.04,6.49,100.0,31.82,38.31,22.63,30.91
