AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,18.89,11.55,15.45,27.27,17.37,20.19,12.43,14.90
25-29,8.45,11.45,13.41,50.00,10.17,15.47,11.21,13.00
30-34,7.58,17.15,19.23,25.00,13.76,22.34,13.76,18.68
35-39,10.94,23.87,12.63,25.00,18.63,26.79,23.14,24.39
40-44,12.99,30.05,21.80,0.00,23.47,32.98,19.25,29.66
45-49,27.42,31.94,25.35,100.0,25.84,38.67,24.53,33.75
50-54,22.95,35.68,23.03,33.33,28.71,43.01,24.48,37.90
55-59,19.35,38.67,25.44,14.29,31.34,46.84,28.91,41.93
60-64,14.29,43.63,27.94,0.00,22.22,51.45,28.72,46.85
65-OVER,26.51,45.84,21.92,42.86,33.94,54.97,35.92,51.28
TOTAL,17.08,27.81,19.33,28.57,21.59,39.46,20.66,32.21
