AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,33.33,8.90,0.00,0.00,21.43,16.82,13.21,13.66
25-29,14.29,12.71,14.29,0.00,0.00,13.85,12.50,13.27
30-34,12.50,13.53,0.00,0.00,0.00,18.73,12.90,16.26
35-39,0.00,12.98,0.00,0.00,0.00,20.94,25.00,18.17
40-44,33.33,23.78,0.00,0.00,0.00,24.13,11.11,22.96
45-49,0.00,31.55,66.67,0.00,33.33,31.14,25.81,31.10
50-54,0.00,28.06,0.00,0.00,0.00,34.74,25.58,31.95
55-59,50.00,32.53,33.33,0.00,0.00,40.93,41.94,38.40
60-64,0.00,43.08,40.00,0.00,100.0,48.85,46.67,47.31
65-OVER,0.00,42.19,50.00,0.00,20.00,56.47,45.95,52.29
TOTAL,20.00,27.50,16.67,0.00,20.51,37.93,27.27,34.02
