AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,5.00,7.14,9.52,0.00,8.33,20.25,4.48,11.49
25-29,0.00,6.48,14.29,0.00,0.00,17.28,11.36,10.44
30-34,0.00,12.64,10.53,0.00,0.00,25.77,12.50,17.79
35-39,0.00,18.59,8.33,0.00,9.09,29.64,20.00,22.56
40-44,12.50,20.34,0.00,0.00,42.86,34.11,21.28,25.65
45-49,33.33,25.37,9.09,0.00,60.00,39.80,19.51,31.40
50-54,14.29,30.35,0.00,0.00,50.00,41.69,22.86,35.24
55-59,14.29,31.41,10.00,0.00,33.33,45.63,35.48,38.29
60-64,20.00,40.87,0.00,0.00,18.18,54.12,25.00,46.90
65-OVER,0.00,35.62,15.38,0.00,33.33,50.11,27.27,44.73
TOTAL,8.05,22.60,9.15,0.00,22.83,40.19,18.67,30.60
